respondent_id,n_surveys_participated,first_survey_date,last_survey_date,total_attention_fails,total_speeder_flags,total_straight_line,attention_fail_rate,speeder_rate,straight_line_rate,avg_duration,quality_score,risk_tier
b0nalsh3ppjrczntr37e96ll,1,2025-07-17,2025-07-17,1,1,0,1,1,0,159,0.30000000000000004,High Risk
b0t28cpwevzc1ikr3kzh1a2i,1,2025-06-29,2025-06-29,1,1,0,1,1,0,133,0.30000000000000004,High Risk
b1ahp5xagxd25g9l55gn7xkv,1,2025-06-27,2025-06-27,1,0,0,1,0,0,274,0.6,High Risk
b1jerb7jykr5egpjtxkn946y,1,2025-06-28,2025-06-28,1,0,1,1,0,1,531,0.30000000000000004,High Risk
b1map2rt2hdi00bmp4t6bg5v,1,2025-06-30,2025-06-30,1,0,0,1,0,0,449,0.6,High Risk
b26pk1y5ty682o8fh4f8ewf6,1,2025-07-13,2025-07-13,1,0,1,1,0,1,284,0.30000000000000004,High Risk
b29hf8dbi6qdlbwr5tk8dsxr,1,2025-07-14,2025-07-14,1,0,0,1,0,0,385,0.6,High Risk
b39rqj0zeu42prjett6m60sg,1,2025-06-17,2025-06-17,1,0,0,1,0,0,215,0.6,High Risk
b39zqfq8zraub42t7rpkyd0o,1,2025-06-20,2025-06-20,1,0,0,1,0,0,257,0.6,High Risk
b3pzhfpksm4ewf8ki3wf5tln,1,2025-06-23,2025-06-23,1,0,0,1,0,0,324,0.6,High Risk
b3qlyrbml1rjag4uik2f38my,1,2025-07-04,2025-07-04,1,1,0,1,1,0,167,0.30000000000000004,High Risk
b3szbfig1mgineore16e1kif,1,2025-06-20,2025-06-20,1,1,0,1,1,0,64,0.30000000000000004,High Risk
b4d64sinzcp78n8k37anv0em,1,2025-06-19,2025-06-19,1,0,0,1,0,0,414,0.6,High Risk
b4opj4q2h862hmdassvvhwlu,1,2025-07-12,2025-07-12,1,0,0,1,0,0,444,0.6,High Risk
b4r32klmgc05cb6thuk36fq2,1,2025-06-29,2025-06-29,1,0,0,1,0,0,387,0.6,High Risk
b4w7y2or58xfdwurmt7lelip,1,2025-07-15,2025-07-15,1,0,0,1,0,0,470,0.6,High Risk
b5s4y8l750l1xhbs0zsbk08k,1,2025-07-16,2025-07-16,1,0,0,1,0,0,254,0.6,High Risk
b5yuoe96vw0ahkgst1y6qo1d,1,2025-06-23,2025-06-23,1,1,0,1,1,0,157,0.30000000000000004,High Risk
b6zbrj1fq55xkp672fv678ks,1,2025-07-04,2025-07-04,1,0,0,1,0,0,424,0.6,High Risk
b71x5sj6dkp7zajfdh9y4lcz,1,2025-06-18,2025-06-18,1,0,0,1,0,0,331,0.6,High Risk
b7781js6uvk8xwny7wf19acw,1,2025-07-09,2025-07-09,1,1,0,1,1,0,100,0.30000000000000004,High Risk
b7m478la5e54132g3yp1hnwp,1,2025-07-10,2025-07-10,1,0,0,1,0,0,425,0.6,High Risk
b8oea4u8qlns1djju6b59e0k,1,2025-06-17,2025-06-17,1,0,0,1,0,0,436,0.6,High Risk
b8oitn8twtir1jbnqjnue7j0,1,2025-07-16,2025-07-16,1,0,0,1,0,0,411,0.6,High Risk
b953kpr16vb9dafo38sm9yff,1,2025-07-03,2025-07-03,1,0,0,1,0,0,412,0.6,High Risk
b9ca9yli72gsrpzo5y6oekwn,1,2025-07-08,2025-07-08,1,1,0,1,1,0,166,0.30000000000000004,High Risk
b9d2g9s4x6o6acxp4fy4a9nu,1,2025-06-23,2025-06-23,1,1,1,1,1,1,99,0,High Risk
ba6ogxvrig5eu2hyee2mgyxl,1,2025-07-04,2025-07-04,1,1,0,1,1,0,113,0.30000000000000004,High Risk
bab1abmal3orsmg96ho23tdy,1,2025-06-17,2025-06-17,1,0,0,1,0,0,371,0.6,High Risk
bafhf5k1cyi9qyi3fp1z0mej,1,2025-07-15,2025-07-15,1,0,0,1,0,0,418,0.6,High Risk
bakiezuwcgoozop4lnbgfbol,1,2025-06-18,2025-06-18,1,0,0,1,0,0,317,0.6,High Risk
bbct3itcugeeah8ai2wherxe,1,2025-07-15,2025-07-15,1,0,0,1,0,0,376,0.6,High Risk
bbd5mvbnlq8wn5h4omc30iwy,1,2025-07-06,2025-07-06,1,1,0,1,1,0,121,0.30000000000000004,High Risk
bbjv8imosz1ylcnzq1dr90h1,1,2025-07-12,2025-07-12,1,0,0,1,0,0,353,0.6,High Risk
bbo9x52fjewbyxilagfd6vds,1,2025-06-24,2025-06-24,1,1,0,1,1,0,112,0.30000000000000004,High Risk
bbpgh5e3yzjjhl6ni74frl04,1,2025-07-12,2025-07-12,1,0,0,1,0,0,330,0.6,High Risk
bbt3b540xxtgyqq57efxgj7j,1,2025-06-26,2025-06-26,1,0,0,1,0,0,533,0.6,High Risk
bc6pzvqjtbk62vp23jtohd7q,1,2025-06-26,2025-06-26,1,1,0,1,1,0,139,0.30000000000000004,High Risk
bcm4x0eh328vv83v4j6s2s6t,1,2025-06-25,2025-06-25,1,1,0,1,1,0,129,0.30000000000000004,High Risk
bcyhkyf7ku5nqzxsegwr8y2m,1,2025-06-22,2025-06-22,1,1,0,1,1,0,130,0.30000000000000004,High Risk
bczv6ojuxciv2wl82azbibcq,1,2025-06-25,2025-06-25,1,0,1,1,0,1,290,0.30000000000000004,High Risk
bd0c329hjir0naernvsgkxfq,1,2025-06-25,2025-06-25,1,0,0,1,0,0,387,0.6,High Risk
bdb265bp51fzgoihbfvbcwfm,1,2025-06-23,2025-06-23,1,0,0,1,0,0,344,0.6,High Risk
bdfx62qwf1z3bdbiyek92opu,1,2025-07-13,2025-07-13,1,0,1,1,0,1,205,0.30000000000000004,High Risk
bdzottdfi1twayswzba2xtyf,1,2025-06-24,2025-06-24,1,0,0,1,0,0,316,0.6,High Risk
be3mze4sflbta2ustx6itex4,1,2025-06-26,2025-06-26,1,0,0,1,0,0,220,0.6,High Risk
bemb4zrqy0818i86vzvlya57,1,2025-06-29,2025-06-29,1,0,0,1,0,0,365,0.6,High Risk
bf2ppjis3syzemxe2vvze4wm,1,2025-06-29,2025-06-29,1,1,0,1,1,0,79,0.30000000000000004,High Risk
bf3n4ix4ln8vwczpj8l2lmyo,1,2025-06-25,2025-06-25,1,0,0,1,0,0,374,0.6,High Risk
bf3xgf4foe0we01l0zn80kzu,1,2025-07-02,2025-07-02,1,1,1,1,1,1,134,0,High Risk
bffidfox4llcabhxty810xf6,1,2025-07-12,2025-07-12,1,0,0,1,0,0,287,0.6,High Risk
bfgme6gqnqtgwxdzl8cgccku,1,2025-07-04,2025-07-04,1,0,0,1,0,0,314,0.6,High Risk
bfofe8ulj2hysai4lkw7ga4q,1,2025-07-17,2025-07-17,1,1,0,1,1,0,121,0.30000000000000004,High Risk
bgchh6ro8leil3zw3nkzp431,1,2025-07-15,2025-07-15,1,0,0,1,0,0,388,0.6,High Risk
bge8h3phx5z7ium6umlfj55d,1,2025-06-25,2025-06-25,1,0,0,1,0,0,424,0.6,High Risk
bggtzc4l5df9dcnnzqadb149,1,2025-06-25,2025-06-25,1,1,0,1,1,0,102,0.30000000000000004,High Risk
bgrhhhkin8ie8o97zz7svluo,1,2025-06-21,2025-06-21,1,0,1,1,0,1,344,0.30000000000000004,High Risk
bgrl7zc1alpgfosrzf6sywc9,1,2025-07-17,2025-07-17,1,1,0,1,1,0,109,0.30000000000000004,High Risk
bgrnl2uvu8w3lxwofgomwzhg,1,2025-07-05,2025-07-05,1,1,0,1,1,0,112,0.30000000000000004,High Risk
bgtjgecfu1zdiqckmp4ckbft,1,2025-06-17,2025-06-17,1,1,1,1,1,1,124,0,High Risk
bh0zoip103xud8fgm0abzzab,1,2025-06-19,2025-06-19,1,0,0,1,0,0,343,0.6,High Risk
bh29kkr8h4sf4xwz727cidc6,1,2025-06-29,2025-06-29,1,0,0,1,0,0,469,0.6,High Risk
bh7rw3scra43t7uj5acdnzju,1,2025-07-12,2025-07-12,1,0,0,1,0,0,425,0.6,High Risk
bhblybh7qeyy1ttl5euabqps,1,2025-06-30,2025-06-30,1,0,0,1,0,0,347,0.6,High Risk
bhiw2m9iqci8p4w7iub4ndf9,1,2025-06-23,2025-06-23,1,0,0,1,0,0,320,0.6,High Risk
bhn80ussz8rd89874kyym8dm,1,2025-07-13,2025-07-13,1,0,0,1,0,0,446,0.6,High Risk
bhs5vl3zo2bf5svpl7poyou3,1,2025-07-14,2025-07-14,1,1,0,1,1,0,112,0.30000000000000004,High Risk
bihk9new5gb1ws03icscedtn,1,2025-06-24,2025-06-24,1,0,1,1,0,1,303,0.30000000000000004,High Risk
birr77am2zop2g2qxkuo43gs,1,2025-06-22,2025-06-22,1,0,0,1,0,0,329,0.6,High Risk
bj7sr8jdxkuffes4eyxz0e7f,1,2025-07-03,2025-07-03,1,0,0,1,0,0,313,0.6,High Risk
bj817wy0631pww7a9n4z1t63,1,2025-06-24,2025-06-24,1,0,0,1,0,0,359,0.6,High Risk
bjkux4qsv49t5v1cfgccx18u,1,2025-07-15,2025-07-15,1,0,0,1,0,0,461,0.6,High Risk
bjoty2jmkj375kufr8xdep1a,1,2025-07-09,2025-07-09,1,0,0,1,0,0,347,0.6,High Risk
bju5gv64z68tidv2k6y86d15,1,2025-06-29,2025-06-29,1,0,0,1,0,0,417,0.6,High Risk
bjvqf1aab46z9n53kw1kox9a,1,2025-07-08,2025-07-08,1,0,0,1,0,0,257,0.6,High Risk
bkwtv4padd1h0oi3qtbzpp9c,1,2025-07-15,2025-07-15,1,1,0,1,1,0,132,0.30000000000000004,High Risk
bl1j60rkg4bjtpua0x3dl8bo,1,2025-06-30,2025-06-30,1,1,0,1,1,0,98,0.30000000000000004,High Risk
bl2nzqyv1itrd51m3sup1j5t,1,2025-07-16,2025-07-16,1,0,0,1,0,0,247,0.6,High Risk
bl92c1p0nt53ol8apt1gmjz7,1,2025-06-25,2025-06-25,1,0,0,1,0,0,319,0.6,High Risk
blnvtrvutvef83h7fzontymm,1,2025-07-06,2025-07-06,1,1,0,1,1,0,102,0.30000000000000004,High Risk
blp6y5vahogegg4at3ux33sf,1,2025-07-06,2025-07-06,1,1,0,1,1,0,103,0.30000000000000004,High Risk
blqfit2ydf909ehspkqv4zct,1,2025-07-05,2025-07-05,1,0,0,1,0,0,203,0.6,High Risk
blujkf3ms5r4j886p8s58ups,1,2025-06-29,2025-06-29,1,0,1,1,0,1,265,0.30000000000000004,High Risk
blwpu237ein6149y35ukjxfv,1,2025-07-14,2025-07-14,1,0,0,1,0,0,348,0.6,High Risk
bmd0v5f4cs9wmoij3idsnemk,1,2025-06-28,2025-06-28,1,0,0,1,0,0,492,0.6,High Risk
bmnb70rvev5gdnnxqmxhfnmw,1,2025-07-08,2025-07-08,1,1,0,1,1,0,127,0.30000000000000004,High Risk
bnofieme8z60timnjyn7kytp,1,2025-07-13,2025-07-13,1,1,0,1,1,0,179,0.30000000000000004,High Risk
bnpkpwb7b33qywpntmpxl86v,1,2025-06-20,2025-06-20,1,0,0,1,0,0,230,0.6,High Risk
bnpwwdmuc3i72qd5v97kdx5m,1,2025-07-06,2025-07-06,1,1,0,1,1,0,114,0.30000000000000004,High Risk
bnumbputydx64rekgfyre342,1,2025-07-04,2025-07-04,1,1,0,1,1,0,88,0.30000000000000004,High Risk
bny7zfq5nm1qcyf9szfwxqhb,1,2025-06-23,2025-06-23,1,0,0,1,0,0,334,0.6,High Risk
bnzjzfotgsmq7p5131772ib7,1,2025-07-03,2025-07-03,1,0,0,1,0,0,322,0.6,High Risk
boccsiklhov8r8xxe11c2hwt,1,2025-06-18,2025-06-18,1,0,0,1,0,0,532,0.6,High Risk
bogvl8zlj7veyb0uhm121f96,1,2025-07-07,2025-07-07,1,1,0,1,1,0,84,0.30000000000000004,High Risk
bokioqsg6598h1slmol9zdk9,1,2025-06-18,2025-06-18,1,0,0,1,0,0,459,0.6,High Risk
boxqu455do41czps1bvru7gp,1,2025-07-11,2025-07-11,1,0,0,1,0,0,341,0.6,High Risk
boyu6vm1qwrbu3aasqpi65hx,1,2025-07-11,2025-07-11,1,1,0,1,1,0,122,0.30000000000000004,High Risk
bp9hf77mk3d8jldoe7dn8r8q,1,2025-07-05,2025-07-05,1,0,0,1,0,0,434,0.6,High Risk
bpjyn8gdlle0e4qxq9k09cm6,1,2025-06-17,2025-06-17,1,1,0,1,1,0,102,0.30000000000000004,High Risk
bpusbhcttc0wguviz3rlfqfp,1,2025-07-04,2025-07-04,1,1,0,1,1,0,123,0.30000000000000004,High Risk
bpybnb096es0bhu3sblnrlwl,1,2025-06-19,2025-06-19,1,1,0,1,1,0,115,0.30000000000000004,High Risk
bq9if1cmoyg1c681v8nk5n7o,1,2025-07-06,2025-07-06,1,0,0,1,0,0,386,0.6,High Risk
bqdlthf6t6mteme0m9gtyzwz,1,2025-06-22,2025-06-22,1,0,0,1,0,0,405,0.6,High Risk
bqg3qdb8wkru5gjvjhloh4ew,1,2025-07-16,2025-07-16,1,1,0,1,1,0,137,0.30000000000000004,High Risk
bqlb4bxvb6bs4e7poxh8z8iq,1,2025-07-14,2025-07-14,1,0,0,1,0,0,365,0.6,High Risk
br2o8qbvn4iynxw66dbiwygp,1,2025-07-04,2025-07-04,1,0,1,1,0,1,222,0.30000000000000004,High Risk
bs9zhogxa7f06q1vs2v2ovnt,1,2025-06-28,2025-06-28,1,0,0,1,0,0,384,0.6,High Risk
bsbzodoasxe77gdy3p0jx1ii,1,2025-07-09,2025-07-09,1,1,0,1,1,0,105,0.30000000000000004,High Risk
bsxegalzhb5bsboi43ghl72r,1,2025-07-14,2025-07-14,1,0,0,1,0,0,340,0.6,High Risk
bt5ycyv8hjki0hj6peo1ippa,1,2025-07-07,2025-07-07,1,1,0,1,1,0,145,0.30000000000000004,High Risk
bt8qtzp4wim5xxg6pjt1lxrc,1,2025-07-02,2025-07-02,1,1,0,1,1,0,166,0.30000000000000004,High Risk
btd3m4adppdp5pejxw0vq0lj,1,2025-07-14,2025-07-14,1,0,0,1,0,0,414,0.6,High Risk
btvweo8kpz94z8rc414ipluv,1,2025-06-26,2025-06-26,1,0,0,1,0,0,309,0.6,High Risk
btxe2b7v8h97qoe5vhzxio2w,1,2025-06-23,2025-06-23,1,0,0,1,0,0,386,0.6,High Risk
bu8w7r7n229qwrlxe97lszvl,1,2025-06-27,2025-06-27,1,1,0,1,1,0,138,0.30000000000000004,High Risk
budy5mgrdc2wbr3q1d2kd0kw,1,2025-06-26,2025-06-26,1,1,0,1,1,0,112,0.30000000000000004,High Risk
bupaz0diipl7xdnbd6ll02fy,1,2025-06-20,2025-06-20,1,1,0,1,1,0,160,0.30000000000000004,High Risk
bv04u9s153h1uyyp82n4a70f,1,2025-07-14,2025-07-14,1,1,0,1,1,0,82,0.30000000000000004,High Risk
bvyvlrq5e6nco621lcvjbp1h,1,2025-07-06,2025-07-06,1,1,0,1,1,0,116,0.30000000000000004,High Risk
bw2qqxhf6vwgd1dlnwq202oi,1,2025-06-29,2025-06-29,1,0,0,1,0,0,515,0.6,High Risk
bw4u0qijecwfxb93wr8rifl7,1,2025-07-11,2025-07-11,1,1,1,1,1,1,99,0,High Risk
bw84hpef0vh99jtosefrp460,1,2025-07-15,2025-07-15,1,0,1,1,0,1,472,0.30000000000000004,High Risk
bwdjvsohhn64myqm0eoab699,1,2025-06-27,2025-06-27,1,1,0,1,1,0,111,0.30000000000000004,High Risk
bwffwwoju2f68incn19n25x4,1,2025-06-30,2025-06-30,1,0,1,1,0,1,394,0.30000000000000004,High Risk
bwfiso17vji0a8t4yu8202a1,1,2025-07-02,2025-07-02,1,1,0,1,1,0,83,0.30000000000000004,High Risk
bwtyhp96d4lgpscuypdv5hbe,1,2025-07-06,2025-07-06,1,1,0,1,1,0,91,0.30000000000000004,High Risk
bx9ezu4841ph34w772dax9jb,1,2025-07-03,2025-07-03,1,0,0,1,0,0,296,0.6,High Risk
bxihw4cijd2l2xnarzaij0ui,1,2025-07-09,2025-07-09,1,0,0,1,0,0,309,0.6,High Risk
bxnc3d73s0jnj9nndsmj3082,1,2025-06-26,2025-06-26,1,0,1,1,0,1,161,0.30000000000000004,High Risk
bxoj6399pmupx2x0ysauxyt6,1,2025-07-15,2025-07-15,1,1,0,1,1,0,91,0.30000000000000004,High Risk
bz1pk9tn1ctkcfl6hxguf3yu,1,2025-07-03,2025-07-03,1,1,0,1,1,0,152,0.30000000000000004,High Risk
bz45swsccag74h25c5qfoo99,1,2025-06-17,2025-06-17,1,1,1,1,1,1,111,0,High Risk
bzif6gigmiompzt09iyry05f,1,2025-06-25,2025-06-25,1,0,0,1,0,0,433,0.6,High Risk
bznntw3hmqoin3yva19kj26t,1,2025-07-07,2025-07-07,1,0,0,1,0,0,269,0.6,High Risk
bzvki43bwo16ng4vdcv0stkj,1,2025-06-28,2025-06-28,1,1,0,1,1,0,90,0.30000000000000004,High Risk
c04yot8fa314u2qy2czi7azl,1,2025-07-04,2025-07-04,1,1,0,1,1,0,166,0.30000000000000004,High Risk
c0lckzn0qypr8bl3ap44z187,1,2025-06-19,2025-06-19,1,0,0,1,0,0,447,0.6,High Risk
c0o7eaem937ripy3ghct0q9m,1,2025-06-21,2025-06-21,1,0,0,1,0,0,426,0.6,High Risk
c0pnwuhm3h0ydqa2eqr8m43o,1,2025-06-29,2025-06-29,1,0,0,1,0,0,333,0.6,High Risk
c0w2zf1db13i06xwfsy5bi8p,1,2025-06-23,2025-06-23,1,0,0,1,0,0,454,0.6,High Risk
c0wrf4b3nrwtwf04bz8tzj4h,1,2025-06-29,2025-06-29,1,1,0,1,1,0,117,0.30000000000000004,High Risk
c111vp8zwr5rvdwzqdfolce4,1,2025-06-20,2025-06-20,1,1,0,1,1,0,60,0.30000000000000004,High Risk
c13hbr19gjlde8ez5syjhppv,1,2025-07-14,2025-07-14,1,1,0,1,1,0,129,0.30000000000000004,High Risk
c1cbalsdtcg1y79wzu1iwktu,1,2025-07-04,2025-07-04,1,0,0,1,0,0,132,0.6,High Risk
c1ijwnroce9e552tnvv8nzkj,1,2025-07-06,2025-07-06,1,1,0,1,1,0,140,0.30000000000000004,High Risk
c1jawshh77ehh76g9y4efg0c,1,2025-06-30,2025-06-30,1,1,0,1,1,0,137,0.30000000000000004,High Risk
c20cga5n9du4bapydx5ojm9p,1,2025-06-29,2025-06-29,1,0,0,1,0,0,309,0.6,High Risk
c2oxelwc9r6jsa6z69hb82jj,1,2025-06-28,2025-06-28,1,0,0,1,0,0,426,0.6,High Risk
c2wp95tx65d3qlfmhan4qqa4,1,2025-06-26,2025-06-26,1,0,1,1,0,1,339,0.30000000000000004,High Risk
c36hvpfvio9frbfyqygfx6rp,1,2025-07-03,2025-07-03,1,0,0,1,0,0,387,0.6,High Risk
c44fbw58bgdmwj1u0dtv1pmq,1,2025-06-22,2025-06-22,1,0,0,1,0,0,367,0.6,High Risk
c4d8ntwh82gtahqbg96pxc4h,1,2025-07-11,2025-07-11,1,1,0,1,1,0,110,0.30000000000000004,High Risk
c4e0hf64os9yemiy61bvg09u,1,2025-06-30,2025-06-30,1,0,0,1,0,0,334,0.6,High Risk
c4wcmhto3b44vv8culw0jnf5,1,2025-06-18,2025-06-18,1,0,0,1,0,0,358,0.6,High Risk
c4z44fwzah17olu6q0hoywfu,1,2025-06-29,2025-06-29,1,1,0,1,1,0,133,0.30000000000000004,High Risk
c59iebym0dreglav00xger31,1,2025-06-28,2025-06-28,1,0,0,1,0,0,255,0.6,High Risk
c5e8dr24u2bnf4uj2b3kpgyi,1,2025-07-15,2025-07-15,1,1,0,1,1,0,105,0.30000000000000004,High Risk
c5mcf5qm05kfhm2w6m10a357,1,2025-07-05,2025-07-05,1,0,0,1,0,0,334,0.6,High Risk
c5mvn7w18wzp2ogke6wynr6j,1,2025-07-16,2025-07-16,1,0,0,1,0,0,319,0.6,High Risk
c5p3nnwchemqbfzujt7mg95r,1,2025-07-05,2025-07-05,1,0,0,1,0,0,284,0.6,High Risk
c5rr2ltwoyto6hngnl2842gk,1,2025-07-05,2025-07-05,1,0,0,1,0,0,252,0.6,High Risk
c5s1lwfo59roykndxgxe5gfc,1,2025-06-30,2025-06-30,1,1,0,1,1,0,150,0.30000000000000004,High Risk
c638gvswj73l1xr7giysmh3y,1,2025-07-06,2025-07-06,1,1,0,1,1,0,125,0.30000000000000004,High Risk
c6etbqd32s1kyc6zg38gr42v,1,2025-06-25,2025-06-25,1,0,0,1,0,0,362,0.6,High Risk
c6oa57q1vhc5s4anzepju2i5,1,2025-06-17,2025-06-17,1,0,0,1,0,0,306,0.6,High Risk
c6szks83s67g7tktvy8rb01o,1,2025-06-22,2025-06-22,1,0,0,1,0,0,241,0.6,High Risk
c77uxkk268bvhm3pb46qaly4,1,2025-06-23,2025-06-23,1,0,0,1,0,0,253,0.6,High Risk
c79jact73d72c0isg2irgpm0,1,2025-06-20,2025-06-20,1,0,0,1,0,0,345,0.6,High Risk
c7bqhwnkkg43rtwlyij2kvpn,1,2025-07-09,2025-07-09,1,0,0,1,0,0,386,0.6,High Risk
c7fkru4cdq3buopbo7slyawp,1,2025-06-23,2025-06-23,1,0,0,1,0,0,483,0.6,High Risk
c7pknfh8egj6ou85rrjwd1w2,1,2025-07-17,2025-07-17,1,1,1,1,1,1,86,0,High Risk
c7u2jk49f5f9pxfuqqbq6d0z,1,2025-07-07,2025-07-07,1,0,0,1,0,0,259,0.6,High Risk
c817s8glatj7lcnnqi0c63cd,1,2025-06-29,2025-06-29,1,1,0,1,1,0,143,0.30000000000000004,High Risk
c81z7bpvr7iopu7c2q4toh2s,1,2025-07-05,2025-07-05,1,0,0,1,0,0,322,0.6,High Risk
c841hdc7f2n6gna6qspyk87v,1,2025-07-04,2025-07-04,1,0,0,1,0,0,342,0.6,High Risk
c98mon0bodbz8ljfllor626v,1,2025-06-20,2025-06-20,1,0,0,1,0,0,421,0.6,High Risk
c9dh9tlgzfgsxlgyc6f7xeib,1,2025-07-16,2025-07-16,1,1,0,1,1,0,118,0.30000000000000004,High Risk
c9p509261pfa9qxzc5o43pay,1,2025-06-20,2025-06-20,1,1,0,1,1,0,96,0.30000000000000004,High Risk
ca5cigg2v3end8vdpmwpmzzp,1,2025-07-12,2025-07-12,1,0,0,1,0,0,396,0.6,High Risk
ca95uzqf5bfojx95vfxce8a7,1,2025-06-26,2025-06-26,1,0,0,1,0,0,465,0.6,High Risk
cajd88e6oj71dnpkh9sq3pr7,1,2025-07-08,2025-07-08,1,0,0,1,0,0,469,0.6,High Risk
cajg0l33ocbyegbgbp6wag0r,1,2025-07-10,2025-07-10,1,1,0,1,1,0,98,0.30000000000000004,High Risk
cb6s5gjr3er57xtop6sjfd3y,1,2025-06-18,2025-06-18,1,0,0,1,0,0,252,0.6,High Risk
cb8a86pnzixke7zsgjlmm10l,1,2025-07-15,2025-07-15,1,1,0,1,1,0,125,0.30000000000000004,High Risk
cbgyj3h42txjonhfzwvn4xa9,1,2025-07-02,2025-07-02,1,0,0,1,0,0,236,0.6,High Risk
cbjytzcmrwhfxx7yfbb3atxu,1,2025-06-19,2025-06-19,1,1,0,1,1,0,99,0.30000000000000004,High Risk
cblm0rq5qj73ktoqqoq03uaw,1,2025-07-02,2025-07-02,1,0,0,1,0,0,410,0.6,High Risk
cbphrpa1ciq1pmjssy054djp,1,2025-07-05,2025-07-05,1,1,0,1,1,0,115,0.30000000000000004,High Risk
cbpt8qnpytxqjgf317h9hvjg,1,2025-07-02,2025-07-02,1,0,0,1,0,0,414,0.6,High Risk
cc61fks3316bc50zievumzcb,1,2025-07-12,2025-07-12,1,1,0,1,1,0,177,0.30000000000000004,High Risk
cc818uhx3dxr4t9xjvx2n6fc,1,2025-07-17,2025-07-17,1,1,1,1,1,1,126,0,High Risk
ccqg9bvfbm5w578vru36pwfg,1,2025-07-12,2025-07-12,1,0,0,1,0,0,365,0.6,High Risk
ccwv974zzmw4sbgi0rznqurh,1,2025-07-06,2025-07-06,1,1,0,1,1,0,121,0.30000000000000004,High Risk
cdjj4gru074pi3fzk99fe9y0,1,2025-06-23,2025-06-23,1,0,0,1,0,0,386,0.6,High Risk
cdks88i51yna39ybnv5xjrc5,1,2025-07-01,2025-07-01,1,0,0,1,0,0,283,0.6,High Risk
ce2ma5ah4mou3z8djkgu46ju,1,2025-06-18,2025-06-18,1,0,0,1,0,0,235,0.6,High Risk
ce69ut5u17kbe7k7vxklug6x,1,2025-07-12,2025-07-12,1,0,0,1,0,0,411,0.6,High Risk
cebodven8a6t75tlty8u2vxw,1,2025-06-27,2025-06-27,1,0,0,1,0,0,464,0.6,High Risk
ced6c3w10h3q2bmn8ktmnve1,1,2025-06-21,2025-06-21,1,0,0,1,0,0,397,0.6,High Risk
cek3wwnfkwy6dfx841hf51lu,1,2025-06-22,2025-06-22,1,1,0,1,1,0,148,0.30000000000000004,High Risk
cewf4rrquz2ro57t4oygdtz9,1,2025-07-11,2025-07-11,1,1,0,1,1,0,114,0.30000000000000004,High Risk
cewuraijy1x1ikq8mzcpds86,1,2025-06-29,2025-06-29,1,0,0,1,0,0,245,0.6,High Risk
cf5gedaxrddi5e4s2hcy8f6l,1,2025-07-16,2025-07-16,1,0,0,1,0,0,456,0.6,High Risk
cfcqqplo9jsjssatd3p9vj6d,1,2025-07-07,2025-07-07,1,0,0,1,0,0,367,0.6,High Risk
cfk286fwwopn48mcvuai7yb3,1,2025-06-30,2025-06-30,1,0,0,1,0,0,348,0.6,High Risk
cg76jjckjz4mlyoigl0alsjt,1,2025-06-20,2025-06-20,1,1,0,1,1,0,153,0.30000000000000004,High Risk
cgjho1c6p8b0ww40gakauj3w,1,2025-06-30,2025-06-30,1,0,0,1,0,0,273,0.6,High Risk
cgvoyc9wdsxszgaqzz23q4uu,1,2025-07-12,2025-07-12,1,1,0,1,1,0,102,0.30000000000000004,High Risk
cgwtlee4rvgmposwjthmud86,1,2025-06-25,2025-06-25,1,0,0,1,0,0,333,0.6,High Risk
ch03t7gulp93ewym20zfau9h,1,2025-07-11,2025-07-11,1,0,0,1,0,0,387,0.6,High Risk
chadnfz3sgj649lqf31yy4j8,1,2025-07-07,2025-07-07,1,0,0,1,0,0,432,0.6,High Risk
chuak6zptu2v5wuwsfeoy1eb,1,2025-06-28,2025-06-28,1,0,0,1,0,0,373,0.6,High Risk
ci5vq6hah6k27x0y1503t45m,1,2025-07-13,2025-07-13,1,1,0,1,1,0,87,0.30000000000000004,High Risk
ci74hcw20omyshpuu0t59gkl,1,2025-06-25,2025-06-25,1,1,0,1,1,0,115,0.30000000000000004,High Risk
cijdx378j64cmtl6br48u5qw,1,2025-07-13,2025-07-13,1,0,0,1,0,0,374,0.6,High Risk
ciju04tdnumo8ryyyi3j4tut,1,2025-07-17,2025-07-17,1,0,0,1,0,0,345,0.6,High Risk
cin6pgdhvklr1souvcw4gxba,1,2025-07-02,2025-07-02,1,1,0,1,1,0,177,0.30000000000000004,High Risk
ciqfc17nqie9vswgidlx6a9r,1,2025-07-11,2025-07-11,1,0,1,1,0,1,212,0.30000000000000004,High Risk
ciwwosnegevwo16rsznrr73q,1,2025-07-16,2025-07-16,1,0,0,1,0,0,203,0.6,High Risk
cj0l2z8wyankay12acwwz60t,1,2025-06-26,2025-06-26,1,0,0,1,0,0,374,0.6,High Risk
cjisui4rcw1qlekgyrl4ohkr,1,2025-06-22,2025-06-22,1,1,0,1,1,0,147,0.30000000000000004,High Risk
cjk0j4rk1ygqrk102fyttefi,1,2025-07-06,2025-07-06,1,0,0,1,0,0,349,0.6,High Risk
cjplgl5mrjn3poy5zg5v8g68,1,2025-07-16,2025-07-16,1,0,0,1,0,0,359,0.6,High Risk
ck5e9hcx8l7xzx38v6t4oabx,1,2025-06-24,2025-06-24,1,1,0,1,1,0,117,0.30000000000000004,High Risk
ck96t1d8wvr8gbuda8ftfvct,1,2025-07-10,2025-07-10,1,0,0,1,0,0,273,0.6,High Risk
